customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
2121,101,2,1081.49,3,2,4,324,Regular Customer
2123,55,2,414.46,4,2,3,423,Regular Customer
2124,86,2,0.0,3,2,1,321,Regular Customer
2125,229,2,0.0,1,2,1,121,At Risk Customer
2126,180,1,0.0,2,1,1,211,At Risk Customer
2127,317,1,0.0,1,1,1,111,At Risk Customer
2128,196,2,0.0,1,2,1,121,At Risk Customer
2129,30,3,0.0,4,3,1,431,Potential Loyalist
2130,33,4,1295.7,4,4,4,444,Potential Loyalist
2131,134,3,648.46,2,3,3,233,At Risk Customer
2132,35,4,1207.19,4,4,4,444,Potential Loyalist
2133,110,1,0.0,2,1,1,211,At Risk Customer
2134,129,4,0.0,2,4,1,241,At Risk Customer
2135,73,4,390.76,3,4,3,343,Regular Customer
2136,135,2,2507.7,2,2,5,225,At Risk Customer
2137,319,1,0.0,1,1,1,111,At Risk Customer
2138,71,2,0.0,3,2,1,321,Regular Customer
2139,131,4,0.0,2,4,1,241,At Risk Customer
2140,335,2,3053.3,1,2,5,125,At Risk Customer
2141,43,3,4993.64,4,3,5,435,Potential Loyalist
2142,0,5,0.0,5,5,1,551,Potential Loyalist
2143,74,1,1030.14,3,1,4,314,Regular Customer
2144,169,1,251.92,2,1,3,213,At Risk Customer
2145,34,4,0.0,4,4,1,441,Potential Loyalist
2146,71,5,0.0,3,5,1,351,Regular Customer
2147,87,4,2638.53,3,4,5,345,Regular Customer
2148,61,3,0.0,4,3,1,431,Potential Loyalist
2149,236,3,0.0,1,3,1,131,At Risk Customer
2150,64,3,0.0,3,3,1,331,Regular Customer
2151,99,4,7503.79,3,4,5,345,Regular Customer
2152,45,2,0.0,4,2,1,421,Regular Customer
2153,13,5,0.0,5,5,1,551,Potential Loyalist
2154,29,5,304.51,4,5,3,453,Potential Loyalist
2155,126,5,5645.68,2,5,5,255,At Risk Customer
2156,70,3,1314.3600000000001,3,3,4,334,Regular Customer
2157,71,4,1499.4299999999998,3,4,4,344,Regular Customer
2158,250,1,0.0,1,1,1,111,At Risk Customer
2159,2,6,0.0,5,5,1,551,Potential Loyalist
2161,52,2,0.0,4,2,1,421,Regular Customer
2162,116,4,0.0,2,4,1,241,At Risk Customer
2163,3,5,1255.83,5,5,4,554,Potential Loyalist
2164,59,4,2502.0,4,4,5,445,Potential Loyalist
2165,192,4,1361.19,1,4,4,144,At Risk Customer
2166,93,3,0.0,3,3,1,331,Regular Customer
2167,37,4,667.13,4,4,3,443,Potential Loyalist
2168,82,3,0.0,3,3,1,331,Regular Customer
2169,23,5,633.88,5,5,3,553,Potential Loyalist
2170,82,5,7742.3,3,5,5,355,Regular Customer
2171,80,1,0.0,3,1,1,311,Regular Customer
2173,167,2,0.0,2,2,1,221,At Risk Customer
2174,193,1,0.0,1,1,1,111,At Risk Customer
2175,120,4,0.0,2,4,1,241,At Risk Customer
2176,47,2,563.42,4,2,3,423,Regular Customer
2177,135,3,427.52,2,3,3,233,At Risk Customer
2178,142,4,0.0,2,4,1,241,At Risk Customer
2179,55,2,255.85,4,2,3,423,Regular Customer
2180,16,3,1217.97,5,3,4,534,Potential Loyalist
2181,186,2,0.0,1,2,1,121,At Risk Customer
2182,111,1,597.85,2,1,3,213,At Risk Customer
2183,354,1,2957.16,1,1,5,115,At Risk Customer
2184,133,2,1473.0,2,2,4,224,At Risk Customer
2185,131,2,2041.33,2,2,4,224,At Risk Customer
2186,101,3,0.0,3,3,1,331,Regular Customer
2187,192,2,0.0,1,2,1,121,At Risk Customer
2188,59,6,0.0,4,5,1,451,Potential Loyalist
2189,60,3,3144.92,4,3,5,435,Potential Loyalist
2190,19,3,0.0,5,3,1,531,Potential Loyalist
2191,34,4,1446.88,4,4,4,444,Potential Loyalist
2192,73,2,1029.07,3,2,4,324,Regular Customer
2193,30,4,2115.64,4,4,4,444,Potential Loyalist
2194,105,4,0.0,3,4,1,341,Regular Customer
2196,27,3,0.0,4,3,1,431,Potential Loyalist
2197,299,1,0.0,1,1,1,111,At Risk Customer
2198,75,3,0.0,3,3,1,331,Regular Customer
2199,10,3,4552.85,5,3,5,535,Potential Loyalist
2200,120,3,2584.41,2,3,5,235,At Risk Customer
2201,165,2,2167.5,2,2,4,224,At Risk Customer
2202,75,4,2080.6000000000004,3,4,4,344,Regular Customer
2203,292,2,0.0,1,2,1,121,At Risk Customer
2204,57,4,0.0,4,4,1,441,Potential Loyalist
2205,133,2,694.49,2,2,3,223,At Risk Customer
2206,15,4,0.0,5,4,1,541,Potential Loyalist
2207,136,3,348.62,2,3,3,233,At Risk Customer
2208,228,4,0.0,1,4,1,141,At Risk Customer
2209,168,3,0.0,2,3,1,231,At Risk Customer
2210,125,2,2921.29,2,2,5,225,At Risk Customer
2211,362,1,0.0,1,1,1,111,At Risk Customer
2212,133,2,0.0,2,2,1,221,At Risk Customer
2213,84,2,0.0,3,2,1,321,Regular Customer
2214,185,2,0.0,1,2,1,121,At Risk Customer
2215,136,3,4814.959999999999,2,3,5,235,At Risk Customer
2216,8,3,0.0,5,3,1,531,Potential Loyalist
2217,37,3,0.0,4,3,1,431,Potential Loyalist
2218,92,4,0.0,3,4,1,341,Regular Customer
2220,103,4,0.0,3,4,1,341,Regular Customer
2221,151,3,0.0,2,3,1,231,At Risk Customer
2222,22,2,0.0,5,2,1,521,Regular Customer
2223,106,1,6708.92,3,1,5,315,Regular Customer
2224,211,2,888.29,1,2,4,124,At Risk Customer
2225,172,2,864.8,2,2,4,224,At Risk Customer
2226,206,2,4514.0,1,2,5,125,At Risk Customer
2227,60,2,508.2,4,2,3,423,Regular Customer
2228,27,5,1168.78,4,5,4,454,Potential Loyalist
2229,62,5,1940.76,3,5,4,354,Regular Customer
2230,37,2,0.0,4,2,1,421,Regular Customer
2231,2,5,0.0,5,5,1,551,Potential Loyalist
2232,71,3,490.58,3,3,3,333,Regular Customer
2234,221,6,66.76,1,5,3,153,At Risk Customer
2235,161,2,0.0,2,2,1,221,At Risk Customer
2236,158,3,802.98,2,3,4,234,At Risk Customer
2237,87,4,3555.01,3,4,5,345,Regular Customer
2238,12,3,0.0,5,3,1,531,Potential Loyalist
2239,15,1,0.0,5,1,1,511,Regular Customer
2240,125,3,2536.47,2,3,5,235,At Risk Customer
2241,108,3,0.0,2,3,1,231,At Risk Customer
2242,115,4,0.0,2,4,1,241,At Risk Customer
2243,184,3,0.0,1,3,1,131,At Risk Customer
2244,238,3,2059.52,1,3,4,134,At Risk Customer
2245,6,3,0.0,5,3,1,531,Potential Loyalist
2247,11,2,450.13,5,2,3,523,Regular Customer
2248,7,4,0.0,5,4,1,541,Potential Loyalist
2249,36,4,0.0,4,4,1,441,Potential Loyalist
2250,19,3,0.0,5,3,1,531,Potential Loyalist
2251,150,1,0.0,2,1,1,211,At Risk Customer
2252,290,1,0.0,1,1,1,111,At Risk Customer
2253,100,4,0.0,3,4,1,341,Regular Customer
2254,190,1,0.0,1,1,1,111,At Risk Customer
2255,1,5,3328.34,5,5,5,555,High Value Customer
2256,63,3,0.0,3,3,1,331,Regular Customer
2257,129,4,0.0,2,4,1,241,At Risk Customer
2258,130,2,617.2,2,2,3,223,At Risk Customer
2259,144,3,0.0,2,3,1,231,At Risk Customer
2260,6,3,4882.51,5,3,5,535,Potential Loyalist
2261,102,7,0.0,3,5,1,351,Regular Customer
2262,23,6,415.06,5,5,3,553,Potential Loyalist
2263,39,5,0.0,4,5,1,451,Potential Loyalist
2264,206,1,0.0,1,1,1,111,At Risk Customer
2266,127,1,641.5,2,1,3,213,At Risk Customer
2267,31,2,0.0,4,2,1,421,Regular Customer
2268,86,3,0.0,3,3,1,331,Regular Customer
2269,43,4,0.0,4,4,1,441,Potential Loyalist
2270,274,3,0.0,1,3,1,131,At Risk Customer
2271,29,6,0.0,4,5,1,451,Potential Loyalist
2272,164,4,0.0,2,4,1,241,At Risk Customer
2273,135,2,0.0,2,2,1,221,At Risk Customer
2274,14,2,0.0,5,2,1,521,Regular Customer
2275,288,1,767.39,1,1,4,114,At Risk Customer
2277,68,3,951.32,3,3,4,334,Regular Customer
2278,65,5,2229.28,3,5,4,354,Regular Customer
2279,28,2,0.0,4,2,1,421,Regular Customer
2280,233,3,1117.05,1,3,4,134,At Risk Customer
2281,56,5,1506.42,4,5,4,454,Potential Loyalist
2282,23,3,2032.3,5,3,4,534,Potential Loyalist
2284,42,4,0.0,4,4,1,441,Potential Loyalist
2285,100,2,0.0,3,2,1,321,Regular Customer
2286,103,2,1859.9899999999998,3,2,4,324,Regular Customer
2287,103,3,7664.75,3,3,5,335,Regular Customer
2288,68,5,2882.34,3,5,5,355,Regular Customer
2289,103,8,2204.36,3,5,4,354,Regular Customer
2290,37,4,0.0,4,4,1,441,Potential Loyalist
2291,152,1,0.0,2,1,1,211,At Risk Customer
2292,237,3,2318.59,1,3,4,134,At Risk Customer
2293,44,5,0.0,4,5,1,451,Potential Loyalist
2294,102,4,1449.48,3,4,4,344,Regular Customer
2295,74,2,6400.47,3,2,5,325,Regular Customer
2296,110,3,2406.66,2,3,5,235,At Risk Customer
2297,45,5,2106.12,4,5,4,454,Potential Loyalist
2298,241,1,0.0,1,1,1,111,At Risk Customer
2299,99,3,0.0,3,3,1,331,Regular Customer
2300,265,1,0.0,1,1,1,111,At Risk Customer
2301,203,3,0.0,1,3,1,131,At Risk Customer
2303,57,2,403.28,4,2,3,423,Regular Customer
2304,79,4,0.0,3,4,1,341,Regular Customer
2305,306,2,0.0,1,2,1,121,At Risk Customer
2306,119,2,0.0,2,2,1,221,At Risk Customer
2307,31,2,1828.44,4,2,4,424,Regular Customer
2308,182,2,1523.48,2,2,4,224,At Risk Customer
2310,127,2,0.0,2,2,1,221,At Risk Customer
2311,11,3,0.0,5,3,1,531,Potential Loyalist
2312,88,5,5409.68,3,5,5,355,Regular Customer
2313,58,2,0.0,4,2,1,421,Regular Customer
2314,3,7,2389.71,5,5,5,555,High Value Customer
2315,0,3,0.0,5,3,1,531,Potential Loyalist
2316,153,1,0.0,2,1,1,211,At Risk Customer
2317,37,2,0.0,4,2,1,421,Regular Customer
2318,104,5,0.0,3,5,1,351,Regular Customer
2319,115,5,799.92,2,5,4,254,At Risk Customer
2320,84,5,0.0,3,5,1,351,Regular Customer
2321,79,1,0.0,3,1,1,311,Regular Customer
2323,110,3,0.0,2,3,1,231,At Risk Customer
2324,269,2,632.77,1,2,3,123,At Risk Customer
2325,101,4,5234.01,3,4,5,345,Regular Customer
2326,42,3,0.0,4,3,1,431,Potential Loyalist
2327,284,1,354.06,1,1,3,113,At Risk Customer
2328,145,1,0.0,2,1,1,211,At Risk Customer
2329,24,6,2434.0,5,5,5,555,High Value Customer
2330,214,2,0.0,1,2,1,121,At Risk Customer
2331,41,5,0.0,4,5,1,451,Potential Loyalist
2332,104,1,0.0,3,1,1,311,Regular Customer
2333,225,1,0.0,1,1,1,111,At Risk Customer
2334,193,3,0.0,1,3,1,131,At Risk Customer
2335,4,5,3961.23,5,5,5,555,High Value Customer
2336,293,1,0.0,1,1,1,111,At Risk Customer
2337,206,5,0.0,1,5,1,151,At Risk Customer
2338,119,2,0.0,2,2,1,221,At Risk Customer
2340,304,1,0.0,1,1,1,111,At Risk Customer
2341,94,1,0.0,3,1,1,311,Regular Customer
2342,103,2,0.0,3,2,1,321,Regular Customer
2343,65,2,0.0,3,2,1,321,Regular Customer
2344,31,3,2970.8500000000004,4,3,5,435,Potential Loyalist
2345,173,4,0.0,2,4,1,241,At Risk Customer
2347,26,6,3007.0,5,5,5,555,High Value Customer
2348,38,2,0.0,4,2,1,421,Regular Customer
2349,110,5,4454.23,2,5,5,255,At Risk Customer
2350,11,3,1769.0,5,3,4,534,Potential Loyalist
2351,191,1,0.0,1,1,1,111,At Risk Customer
2352,297,2,0.0,1,2,1,121,At Risk Customer
2353,166,3,0.0,2,3,1,231,At Risk Customer
2355,61,6,2391.05,4,5,5,455,Potential Loyalist
2356,83,2,0.0,3,2,1,321,Regular Customer
2357,268,1,484.42,1,1,3,113,At Risk Customer
2358,106,2,0.0,3,2,1,321,Regular Customer
2359,10,5,10788.55,5,5,5,555,High Value Customer
2360,260,1,0.0,1,1,1,111,At Risk Customer
2361,94,4,1184.9,3,4,4,344,Regular Customer
2362,32,2,0.0,4,2,1,421,Regular Customer
2363,64,4,423.72,3,4,3,343,Regular Customer
2364,274,2,4331.28,1,2,5,125,At Risk Customer
2365,47,3,495.65,4,3,3,433,Potential Loyalist
2366,196,2,0.0,1,2,1,121,At Risk Customer
2367,26,1,1637.1,5,1,4,514,Regular Customer
2368,80,3,793.74,3,3,4,334,Regular Customer
2370,122,6,540.62,2,5,3,253,At Risk Customer
2371,231,2,0.0,1,2,1,121,At Risk Customer
2372,37,3,0.0,4,3,1,431,Potential Loyalist
2373,68,2,0.0,3,2,1,321,Regular Customer
2374,102,4,0.0,3,4,1,341,Regular Customer
2375,32,8,3161.86,4,5,5,455,Potential Loyalist
2376,16,4,1353.56,5,4,4,544,Potential Loyalist
2377,62,4,0.0,3,4,1,341,Regular Customer
2378,166,5,5497.6,2,5,5,255,At Risk Customer
2379,167,2,0.0,2,2,1,221,At Risk Customer
2380,108,3,0.0,2,3,1,231,At Risk Customer
2381,0,7,869.54,5,5,4,554,Potential Loyalist
2382,107,6,0.0,3,5,1,351,Regular Customer
2383,59,3,0.0,4,3,1,431,Potential Loyalist
2385,29,5,2476.74,4,5,5,455,Potential Loyalist
2386,199,2,0.0,1,2,1,121,At Risk Customer
2387,138,2,643.25,2,2,3,223,At Risk Customer
2388,38,6,1168.64,4,5,4,454,Potential Loyalist
2389,175,4,0.0,2,4,1,241,At Risk Customer
2390,252,3,1128.06,1,3,4,134,At Risk Customer
2391,24,1,0.0,5,1,1,511,Regular Customer
2392,41,4,0.0,4,4,1,441,Potential Loyalist
2393,24,1,0.0,5,1,1,511,Regular Customer
2394,165,3,2244.2,2,3,4,234,At Risk Customer
2395,2,5,963.64,5,5,4,554,Potential Loyalist
2396,4,4,3426.21,5,4,5,545,Potential Loyalist
2397,357,1,0.0,1,1,1,111,At Risk Customer
2398,39,4,7151.139999999999,4,4,5,445,Potential Loyalist
2399,36,3,256.94,4,3,3,433,Potential Loyalist
2400,151,2,0.0,2,2,1,221,At Risk Customer
2401,13,5,0.0,5,5,1,551,Potential Loyalist
2402,131,3,4831.389999999999,2,3,5,235,At Risk Customer
2403,261,2,0.0,1,2,1,121,At Risk Customer
2405,62,3,1034.52,3,3,4,334,Regular Customer
2406,160,6,2242.92,2,5,4,254,At Risk Customer
2407,43,3,242.01,4,3,3,433,Potential Loyalist
2409,84,2,0.0,3,2,1,321,Regular Customer
2410,50,5,1982.73,4,5,4,454,Potential Loyalist
2411,181,2,0.0,2,2,1,221,At Risk Customer
2412,23,2,842.66,5,2,4,524,Regular Customer
2413,22,4,0.0,5,4,1,541,Potential Loyalist
2414,89,2,0.0,3,2,1,321,Regular Customer
2415,14,2,2792.32,5,2,5,525,Regular Customer
2416,87,1,0.0,3,1,1,311,Regular Customer
2417,112,4,7266.429999999999,2,4,5,245,At Risk Customer
2418,53,5,3150.91,4,5,5,455,Potential Loyalist
2419,63,3,262.53,3,3,3,333,Regular Customer
2420,176,1,0.0,2,1,1,211,At Risk Customer
2421,122,2,4790.17,2,2,5,225,At Risk Customer
2422,42,4,2554.2200000000003,4,4,5,445,Potential Loyalist
2423,4,4,1721.88,5,4,4,544,Potential Loyalist
2424,41,3,3172.36,4,3,5,435,Potential Loyalist
2425,125,2,1592.51,2,2,4,224,At Risk Customer
2426,35,4,0.0,4,4,1,441,Potential Loyalist
2427,100,1,0.0,3,1,1,311,Regular Customer
2428,69,2,0.0,3,2,1,321,Regular Customer
2429,1,4,3957.48,5,4,5,545,Potential Loyalist
2430,140,2,641.88,2,2,3,223,At Risk Customer
2431,167,4,2341.2799999999997,2,4,4,244,At Risk Customer
2434,346,1,0.0,1,1,1,111,At Risk Customer
2435,0,4,5916.63,5,4,5,545,Potential Loyalist
2436,94,1,1363.24,3,1,4,314,Regular Customer
2437,1,2,0.0,5,2,1,521,Regular Customer
2438,64,3,4495.8,3,3,5,335,Regular Customer
2439,209,3,0.0,1,3,1,131,At Risk Customer
2440,169,5,1616.89,2,5,4,254,At Risk Customer
2441,152,3,0.0,2,3,1,231,At Risk Customer
2442,9,5,0.0,5,5,1,551,Potential Loyalist
2443,30,4,1095.1399999999999,4,4,4,444,Potential Loyalist
2444,69,2,0.0,3,2,1,321,Regular Customer
2445,143,4,0.0,2,4,1,241,At Risk Customer
2446,155,6,6305.0,2,5,5,255,At Risk Customer
2447,314,1,0.0,1,1,1,111,At Risk Customer
2448,110,3,3704.66,2,3,5,235,At Risk Customer
2449,107,4,0.0,3,4,1,341,Regular Customer
2450,69,1,0.0,3,1,1,311,Regular Customer
2451,169,5,4754.38,2,5,5,255,At Risk Customer
2453,161,3,8017.26,2,3,5,235,At Risk Customer
2454,164,1,0.0,2,1,1,211,At Risk Customer
2455,75,4,2008.08,3,4,4,344,Regular Customer
2456,235,3,0.0,1,3,1,131,At Risk Customer
2457,81,3,0.0,3,3,1,331,Regular Customer
2458,89,3,1843.14,3,3,4,334,Regular Customer
2459,39,2,1398.81,4,2,4,424,Regular Customer
2460,307,2,634.56,1,2,3,123,At Risk Customer
2461,4,5,3136.9,5,5,5,555,High Value Customer
2462,79,6,3195.4700000000003,3,5,5,355,Regular Customer
2464,8,4,0.0,5,4,1,541,Potential Loyalist
2465,8,4,1060.6599999999999,5,4,4,544,Potential Loyalist
2466,34,3,1050.38,4,3,4,434,Potential Loyalist
2467,255,2,0.0,1,2,1,121,At Risk Customer
2468,52,3,0.0,4,3,1,431,Potential Loyalist
2469,150,2,2834.2,2,2,5,225,At Risk Customer
2470,50,4,0.0,4,4,1,441,Potential Loyalist
2471,160,2,0.0,2,2,1,221,At Risk Customer
2472,95,3,2631.31,3,3,5,335,Regular Customer
2473,138,4,0.0,2,4,1,241,At Risk Customer
2474,225,2,2877.06,1,2,5,125,At Risk Customer
2475,7,2,0.0,5,2,1,521,Regular Customer
2476,322,1,1014.83,1,1,4,114,At Risk Customer
2477,69,1,0.0,3,1,1,311,Regular Customer
2478,59,1,619.42,4,1,3,413,Regular Customer
2479,118,3,0.0,2,3,1,231,At Risk Customer
2480,10,2,0.0,5,2,1,521,Regular Customer
2481,205,2,0.0,1,2,1,121,At Risk Customer
2482,57,2,0.0,4,2,1,421,Regular Customer
2483,72,2,0.0,3,2,1,321,Regular Customer
2484,39,4,442.98,4,4,3,443,Potential Loyalist
2485,70,4,0.0,3,4,1,341,Regular Customer
2486,9,3,986.19,5,3,4,534,Potential Loyalist
2487,118,4,3466.22,2,4,5,245,At Risk Customer
2488,46,5,2745.75,4,5,5,455,Potential Loyalist
2489,79,5,384.48,3,5,3,353,Regular Customer
2490,14,2,1874.09,5,2,4,524,Regular Customer
2491,164,2,1057.06,2,2,4,224,At Risk Customer
2492,90,4,1765.4,3,4,4,344,Regular Customer
2493,84,6,0.0,3,5,1,351,Regular Customer
2494,5,5,174.93,5,5,3,553,Potential Loyalist
2495,72,2,0.0,3,2,1,321,Regular Customer
2497,104,1,0.0,3,1,1,311,Regular Customer
2498,296,2,2589.03,1,2,5,125,At Risk Customer
2499,157,3,0.0,2,3,1,231,At Risk Customer
2501,190,4,289.33,1,4,3,143,At Risk Customer
2502,90,1,0.0,3,1,1,311,Regular Customer
2503,204,3,1406.12,1,3,4,134,At Risk Customer
2505,5,2,0.0,5,2,1,521,Regular Customer
2506,44,6,5779.33,4,5,5,455,Potential Loyalist
2507,267,1,943.81,1,1,4,114,At Risk Customer
2508,178,1,0.0,2,1,1,211,At Risk Customer
2509,0,5,9080.46,5,5,5,555,High Value Customer
2510,121,1,655.47,2,1,3,213,At Risk Customer
2511,110,6,3293.65,2,5,5,255,At Risk Customer
2512,263,1,0.0,1,1,1,111,At Risk Customer
2513,44,1,0.0,4,1,1,411,Regular Customer
2514,104,3,0.0,3,3,1,331,Regular Customer
2515,28,6,2717.28,4,5,5,455,Potential Loyalist
2516,32,1,0.0,4,1,1,411,Regular Customer
2517,267,2,4964.02,1,2,5,125,At Risk Customer
2518,260,2,0.0,1,2,1,121,At Risk Customer
2519,72,3,1165.01,3,3,4,334,Regular Customer
2521,329,1,0.0,1,1,1,111,At Risk Customer
2522,64,3,2041.77,3,3,4,334,Regular Customer
2523,73,3,0.0,3,3,1,331,Regular Customer
2524,49,6,544.2,4,5,3,453,Potential Loyalist
2525,244,1,0.0,1,1,1,111,At Risk Customer
2526,112,3,4137.12,2,3,5,235,At Risk Customer
2527,69,3,4376.7,3,3,5,335,Regular Customer
2528,106,5,325.58,3,5,3,353,Regular Customer
2529,9,4,0.0,5,4,1,541,Potential Loyalist
2530,65,1,0.0,3,1,1,311,Regular Customer
2531,291,2,0.0,1,2,1,121,At Risk Customer
2532,123,5,2456.1,2,5,5,255,At Risk Customer
2533,236,4,3765.61,1,4,5,145,At Risk Customer
2534,50,5,2291.33,4,5,4,454,Potential Loyalist
2535,40,3,800.73,4,3,4,434,Potential Loyalist
2536,109,2,0.0,2,2,1,221,At Risk Customer
2538,95,1,0.0,3,1,1,311,Regular Customer
2539,269,1,0.0,1,1,1,111,At Risk Customer
2540,41,3,0.0,4,3,1,431,Potential Loyalist
2541,10,1,0.0,5,1,1,511,Regular Customer
2543,24,1,308.43,5,1,3,513,Regular Customer
2544,126,2,0.0,2,2,1,221,At Risk Customer
2545,43,6,0.0,4,5,1,451,Potential Loyalist
2546,15,5,5820.69,5,5,5,555,High Value Customer
2547,55,2,0.0,4,2,1,421,Regular Customer
2548,100,2,0.0,3,2,1,321,Regular Customer
2549,12,6,4126.59,5,5,5,555,High Value Customer
2550,60,1,0.0,4,1,1,411,Regular Customer
2551,118,4,2166.74,2,4,4,244,At Risk Customer
2552,294,1,0.0,1,1,1,111,At Risk Customer
2553,40,2,0.0,4,2,1,421,Regular Customer
2554,317,1,0.0,1,1,1,111,At Risk Customer
2555,21,2,0.0,5,2,1,521,Regular Customer
2556,148,5,4668.81,2,5,5,255,At Risk Customer
2557,169,3,1406.84,2,3,4,234,At Risk Customer
2558,3,7,7011.08,5,5,5,555,High Value Customer
2559,34,4,3969.94,4,4,5,445,Potential Loyalist
2560,46,3,0.0,4,3,1,431,Potential Loyalist
2561,122,1,0.0,2,1,1,211,At Risk Customer
2562,244,1,0.0,1,1,1,111,At Risk Customer
2563,72,3,0.0,3,3,1,331,Regular Customer
2564,13,2,3319.36,5,2,5,525,Regular Customer
2565,52,3,0.0,4,3,1,431,Potential Loyalist
2567,65,4,602.4,3,4,3,343,Regular Customer
2568,93,2,0.0,3,2,1,321,Regular Customer
2569,18,6,217.17,5,5,3,553,Potential Loyalist
2570,26,6,0.0,5,5,1,551,Potential Loyalist
2571,59,6,0.0,4,5,1,451,Potential Loyalist
2572,77,2,1479.39,3,2,4,324,Regular Customer
2573,217,3,233.0,1,3,3,133,At Risk Customer
2574,49,6,8379.22,4,5,5,455,Potential Loyalist
2575,112,3,0.0,2,3,1,231,At Risk Customer
2576,63,3,1934.76,3,3,4,334,Regular Customer
2577,63,3,1496.55,3,3,4,334,Regular Customer
2578,269,2,0.0,1,2,1,121,At Risk Customer
2579,325,1,0.0,1,1,1,111,At Risk Customer
2580,223,1,0.0,1,1,1,111,At Risk Customer
2581,67,1,0.0,3,1,1,311,Regular Customer
2582,148,3,0.0,2,3,1,231,At Risk Customer
2583,188,6,473.5,1,5,3,153,At Risk Customer
2584,29,3,3175.56,4,3,5,435,Potential Loyalist
2585,19,5,10070.72,5,5,5,555,High Value Customer
2586,2,3,4102.48,5,3,5,535,Potential Loyalist
2587,1,8,0.0,5,5,1,551,Potential Loyalist
2589,100,3,0.0,3,3,1,331,Regular Customer
2590,191,3,1663.9,1,3,4,134,At Risk Customer
2591,148,2,3883.94,2,2,5,225,At Risk Customer
2592,84,4,0.0,3,4,1,341,Regular Customer
2594,54,3,0.0,4,3,1,431,Potential Loyalist
2595,36,5,822.96,4,5,4,454,Potential Loyalist
2596,81,2,425.54,3,2,3,323,Regular Customer
2597,162,2,3559.62,2,2,5,225,At Risk Customer
2598,33,2,0.0,4,2,1,421,Regular Customer
2599,340,1,2026.4,1,1,4,114,At Risk Customer
2600,289,3,819.53,1,3,4,134,At Risk Customer
2601,100,4,2820.4300000000003,3,4,5,345,Regular Customer
2602,133,4,5324.58,2,4,5,245,At Risk Customer
2603,4,4,0.0,5,4,1,541,Potential Loyalist
2604,26,5,0.0,5,5,1,551,Potential Loyalist
2605,95,2,0.0,3,2,1,321,Regular Customer
2606,206,2,0.0,1,2,1,121,At Risk Customer
2607,178,2,8590.07,2,2,5,225,At Risk Customer
2608,186,3,2632.28,1,3,5,135,At Risk Customer
2609,138,2,0.0,2,2,1,221,At Risk Customer
2610,57,2,0.0,4,2,1,421,Regular Customer
2611,54,2,868.77,4,2,4,424,Regular Customer
2612,161,2,0.0,2,2,1,221,At Risk Customer
2613,70,1,2156.08,3,1,4,314,Regular Customer
2614,98,5,0.0,3,5,1,351,Regular Customer
2615,38,4,1471.45,4,4,4,444,Potential Loyalist
2616,24,7,0.0,5,5,1,551,Potential Loyalist
2617,117,2,0.0,2,2,1,221,At Risk Customer
2618,160,4,0.0,2,4,1,241,At Risk Customer
2620,65,4,0.0,3,4,1,341,Regular Customer
2621,130,4,0.0,2,4,1,241,At Risk Customer
2622,75,3,236.64,3,3,3,333,Regular Customer
2623,272,2,0.0,1,2,1,121,At Risk Customer
2624,158,2,0.0,2,2,1,221,At Risk Customer
2625,209,3,0.0,1,3,1,131,At Risk Customer
2626,2,4,0.0,5,4,1,541,Potential Loyalist
2627,6,4,0.0,5,4,1,541,Potential Loyalist
2628,11,4,0.0,5,4,1,541,Potential Loyalist
2629,85,4,372.65,3,4,3,343,Regular Customer
2630,4,4,0.0,5,4,1,541,Potential Loyalist
2631,55,3,4762.62,4,3,5,435,Potential Loyalist
2632,20,5,631.96,5,5,3,553,Potential Loyalist
2633,96,4,320.26,3,4,3,343,Regular Customer
2634,168,2,0.0,2,2,1,221,At Risk Customer
2635,2,3,0.0,5,3,1,531,Potential Loyalist
2636,174,2,545.95,2,2,3,223,At Risk Customer
2637,4,2,0.0,5,2,1,521,Regular Customer
2638,46,1,0.0,4,1,1,411,Regular Customer
2639,242,2,0.0,1,2,1,121,At Risk Customer
2640,8,4,0.0,5,4,1,541,Potential Loyalist
2642,27,2,0.0,4,2,1,421,Regular Customer
2643,166,2,0.0,2,2,1,221,At Risk Customer
2644,48,4,3809.29,4,4,5,445,Potential Loyalist
2645,45,2,0.0,4,2,1,421,Regular Customer
2646,82,4,2113.0499999999997,3,4,4,344,Regular Customer
2647,101,1,2839.53,3,1,5,315,Regular Customer
2648,107,6,6517.379999999999,3,5,5,355,Regular Customer
2649,73,3,1448.16,3,3,4,334,Regular Customer
2650,95,2,752.76,3,2,4,324,Regular Customer
2651,255,3,0.0,1,3,1,131,At Risk Customer
2652,313,2,0.0,1,2,1,121,At Risk Customer
2653,303,1,0.0,1,1,1,111,At Risk Customer
2654,25,2,0.0,5,2,1,521,Regular Customer
2655,94,2,0.0,3,2,1,321,Regular Customer
2656,274,2,1952.0,1,2,4,124,At Risk Customer
2657,51,4,0.0,4,4,1,441,Potential Loyalist
2658,50,5,783.21,4,5,4,454,Potential Loyalist
2659,229,1,3550.06,1,1,5,115,At Risk Customer
2660,21,2,0.0,5,2,1,521,Regular Customer
2661,339,1,0.0,1,1,1,111,At Risk Customer
2662,63,2,0.0,3,2,1,321,Regular Customer
2663,107,5,2529.43,3,5,5,355,Regular Customer
2664,73,2,0.0,3,2,1,321,Regular Customer
2665,129,1,2962.44,2,1,5,215,At Risk Customer
